UPI,Province,Sector,Cell,Parcel
5/54/08/02/0204,5,54,08,0204
5/54/08/02/0205,5,54,08,0205
5/54/08/02/0206,5,54,08,0206
5/54/08/02/0207,5,54,08,0207
5/54/08/02/0208,5,54,08,0208
5/54/08/03/0301,5,54,08,0301
5/54/08/03/0302,5,54,08,0302
5/54/08/03/0303,5,54,08,0303
5/54/08/03/0304,5,54,08,0304
5/54/08/03/0305,5,54,08,0305
5/54/08/03/0306,5,54,08,0306
5/54/08/03/0307,5,54,08,0307
5/54/08/03/0308,5,54,08,0308
5/54/08/04/0401,5,54,08,0401
5/54/08/04/0402,5,54,08,0402
5/54/08/04/0403,5,54,08,0403
5/54/08/04/0404,5,54,08,0404
5/54/08/04/0405,5,54,08,0405
5/54/09/01/0101,5,54,09,0101
5/54/09/01/0102,5,54,09,0102
5/54/09/01/0103,5,54,09,0103
5/54/09/01/0104,5,54,09,0104
5/54/09/01/0105,5,54,09,0105
5/54/09/01/0106,5,54,09,0106
5/54/09/01/0107,5,54,09,0107
5/54/09/01/0108,5,54,09,0108
5/54/09/02/0201,5,54,09,0201
5/54/09/02/0202,5,54,09,0202
5/54/09/02/0203,5,54,09,0203
5/54/09/02/0204,5,54,09,0204
5/54/09/02/0205,5,54,09,0205
5/54/09/02/0206,5,54,09,0206
5/54/09/02/0207,5,54,09,0207
5/54/09/03/0301,5,54,09,0301
5/54/09/03/0302,5,54,09,0302
5/54/09/03/0303,5,54,09,0303
5/54/09/03/0304,5,54,09,0304
5/54/09/03/0305,5,54,09,0305
5/54/09/03/0306,5,54,09,0306
5/54/09/03/0307,5,54,09,0307
5/54/09/03/0308,5,54,09,0308
5/54/09/03/0309,5,54,09,0309
5/54/09/03/0310,5,54,09,0310
5/54/09/04/0401,5,54,09,0401
5/54/09/04/0402,5,54,09,0402
5/54/09/04/0403,5,54,09,0403
5/54/09/04/0404,5,54,09,0404
5/54/09/04/0405,5,54,09,0405
5/54/09/04/0406,5,54,09,0406
5/54/09/04/0407,5,54,09,0407
5/54/09/04/0408,5,54,09,0408
5/54/10/01/0101,5,54,10,0101
5/54/10/01/0102,5,54,10,0102
5/54/10/01/0103,5,54,10,0103
5/54/10/01/0104,5,54,10,0104
5/54/10/01/0105,5,54,10,0105
5/54/10/01/0106,5,54,10,0106
5/54/10/01/0107,5,54,10,0107
5/54/10/01/0108,5,54,10,0108
5/54/10/02/0201,5,54,10,0201
5/54/10/02/0202,5,54,10,0202
5/54/10/02/0203,5,54,10,0203
5/54/10/02/0204,5,54,10,0204
5/54/10/02/0205,5,54,10,0205
5/54/10/02/0206,5,54,10,0206
5/54/10/02/0207,5,54,10,0207
5/54/10/02/0208,5,54,10,0208
5/54/10/02/0209,5,54,10,0209
5/54/10/03/0302,5,54,10,0302
5/54/10/03/0303,5,54,10,0303
5/54/10/03/0304,5,54,10,0304
5/54/10/03/0305,5,54,10,0305
5/54/10/03/0306,5,54,10,0306
5/54/10/03/0307,5,54,10,0307
5/54/10/03/0308,5,54,10,0308
5/54/10/03/0309,5,54,10,0309
5/54/10/03/0310,5,54,10,0310
5/54/10/03/0311,5,54,10,0311
5/54/10/03/0312,5,54,10,0312
5/54/10/03/0313,5,54,10,0313
5/54/11/01/0101,5,54,11,0101
5/54/11/01/0102,5,54,11,0102
5/54/11/01/0103,5,54,11,0103
5/54/11/01/0104,5,54,11,0104
5/54/11/01/0105,5,54,11,0105
5/54/11/02/0201,5,54,11,0201
5/54/11/02/0202,5,54,11,0202
5/54/11/02/0203,5,54,11,0203
5/54/11/02/0204,5,54,11,0204
5/54/11/02/0205,5,54,11,0205
5/54/11/02/0206,5,54,11,0206
5/54/11/02/0207,5,54,11,0207
5/54/11/03/0301,5,54,11,0301
5/54/11/03/0302,5,54,11,0302
5/54/11/03/0303,5,54,11,0303
5/54/11/03/0304,5,54,11,0304
5/54/11/03/0305,5,54,11,0305
5/54/11/03/0306,5,54,11,0306
5/54/11/03/0307,5,54,11,0307
5/54/11/04/0401,5,54,11,0401
5/54/11/04/0402,5,54,11,0402
5/54/11/04/0403,5,54,11,0403
5/54/11/04/0404,5,54,11,0404
5/54/11/04/0405,5,54,11,0405
5/54/11/04/0406,5,54,11,0406
5/54/11/04/0407,5,54,11,0407
5/54/11/04/0408,5,54,11,0408
5/54/12/01/0101,5,54,12,0101
5/54/12/01/0102,5,54,12,0102
5/54/12/01/0103,5,54,12,0103
5/54/12/01/0104,5,54,12,0104
5/54/12/01/0105,5,54,12,0105
5/54/12/01/0106,5,54,12,0106
5/54/12/01/0107,5,54,12,0107
5/54/12/01/0108,5,54,12,0108
5/54/12/01/0109,5,54,12,0109
5/54/12/01/0110,5,54,12,0110
5/54/12/02/0201,5,54,12,0201
5/54/12/02/0202,5,54,12,0202
5/54/12/02/0203,5,54,12,0203
5/54/12/02/0204,5,54,12,0204
5/54/12/02/0205,5,54,12,0205
5/54/12/02/0206,5,54,12,0206
5/54/12/03/0301,5,54,12,0301
5/54/12/03/0302,5,54,12,0302
5/54/12/03/0303,5,54,12,0303
5/54/12/03/0304,5,54,12,0304
5/54/12/03/0305,5,54,12,0305
5/54/12/03/0316,5,54,12,0316
5/54/12/04/0401,5,54,12,0401
5/54/12/04/0402,5,54,12,0402
5/54/12/04/0403,5,54,12,0403
5/54/12/04/0404,5,54,12,0404
5/54/12/04/0405,5,54,12,0405
5/54/12/04/0406,5,54,12,0406
5/54/12/04/0407,5,54,12,0407
5/54/12/04/0408,5,54,12,0408
5/54/12/04/0409,5,54,12,0409
5/54/12/04/0410,5,54,12,0410
5/54/12/04/0411,5,54,12,0411
5/54/12/04/0412,5,54,12,0412
5/54/12/04/0413,5,54,12,0413
5/54/12/04/0414,5,54,12,0414
5/55/01/01/0101,5,55,01,0101
5/55/01/01/0102,5,55,01,0102
5/55/01/01/0103,5,55,01,0103
5/55/01/01/0104,5,55,01,0104
5/55/01/01/0105,5,55,01,0105
5/55/01/01/0106,5,55,01,0106
5/55/01/01/0107,5,55,01,0107
5/55/01/01/0108,5,55,01,0108
5/55/01/01/0109,5,55,01,0109
5/55/01/01/0110,5,55,01,0110
5/55/01/01/0111,5,55,01,0111
5/55/01/01/0112,5,55,01,0112
5/55/01/01/0113,5,55,01,0113
5/55/01/01/0114,5,55,01,0114
5/55/01/01/0115,5,55,01,0115
5/55/01/01/0116,5,55,01,0116
5/55/01/02/0201,5,55,01,0201
5/55/01/02/0202,5,55,01,0202
5/55/01/02/0203,5,55,01,0203
5/55/01/02/0204,5,55,01,0204
5/55/01/02/0205,5,55,01,0205
5/55/01/02/0206,5,55,01,0206
5/55/01/02/0207,5,55,01,0207
5/55/01/02/0208,5,55,01,0208
5/55/01/02/0209,5,55,01,0209
5/55/01/02/0210,5,55,01,0210
5/55/01/02/0211,5,55,01,0211
5/55/01/02/0212,5,55,01,0212
5/55/01/03/0301,5,55,01,0301
5/55/01/03/0302,5,55,01,0302
5/55/01/03/0303,5,55,01,0303
5/55/01/03/0304,5,55,01,0304
5/55/01/03/0305,5,55,01,0305
5/55/01/03/0306,5,55,01,0306
5/55/01/03/0307,5,55,01,0307
5/55/01/03/0308,5,55,01,0308
5/55/01/03/0309,5,55,01,0309
5/55/01/03/0310,5,55,01,0310
5/55/01/03/0311,5,55,01,0311
5/55/01/03/0312,5,55,01,0312
5/55/01/03/0313,5,55,01,0313
5/55/01/04/0401,5,55,01,0401
5/55/01/04/0402,5,55,01,0402
5/55/01/04/0403,5,55,01,0403
5/55/01/04/0404,5,55,01,0404
5/55/01/04/0405,5,55,01,0405
5/55/01/04/0406,5,55,01,0406
5/55/01/04/0407,5,55,01,0407
5/55/01/04/0408,5,55,01,0408
5/55/01/04/0409,5,55,01,0409
5/55/01/04/0410,5,55,01,0410
5/55/01/04/0411,5,55,01,0411
5/55/01/04/0412,5,55,01,0412
5/55/01/04/0413,5,55,01,0413
5/55/01/04/0414,5,55,01,0414
5/55/01/05/0509,5,55,01,0509
5/55/01/06/0601,5,55,01,0601
5/55/01/06/0602,5,55,01,0602
5/55/01/06/0603,5,55,01,0603
5/55/01/06/0604,5,55,01,0604
5/55/01/06/0605,5,55,01,0605
5/55/01/06/0606,5,55,01,0606
5/55/01/06/0607,5,55,01,0607
5/55/01/06/0608,5,55,01,0608
5/55/01/06/0609,5,55,01,0609
5/55/01/06/0610,5,55,01,0610
5/55/01/06/0611,5,55,01,0611
5/55/01/06/0612,5,55,01,0612
5/55/01/06/0613,5,55,01,0613
5/55/01/06/0614,5,55,01,0614
5/55/02/01/0101,5,55,02,0101
5/55/02/01/0102,5,55,02,0102
5/55/02/01/0103,5,55,02,0103
5/55/02/01/0104,5,55,02,0104
5/55/02/01/0105,5,55,02,0105
5/55/02/01/0106,5,55,02,0106
5/55/02/01/0107,5,55,02,0107
5/55/02/02/0201,5,55,02,0201
5/55/02/02/0202,5,55,02,0202
5/55/02/02/0203,5,55,02,0203
5/55/02/02/0204,5,55,02,0204
5/55/02/02/0205,5,55,02,0205
5/55/02/02/0206,5,55,02,0206
5/55/02/02/0207,5,55,02,0207
5/55/02/03/0301,5,55,02,0301
5/55/02/03/0302,5,55,02,0302
5/55/02/03/0303,5,55,02,0303
5/55/02/03/0304,5,55,02,0304
5/55/02/03/0305,5,55,02,0305
5/55/02/03/0306,5,55,02,0306
5/55/02/04/0401,5,55,02,0401
5/55/02/04/0402,5,55,02,0402
5/55/02/04/0403,5,55,02,0403
5/55/02/04/0404,5,55,02,0404
5/55/02/04/0405,5,55,02,0405
5/55/02/04/0406,5,55,02,0406
5/55/02/04/0407,5,55,02,0407
5/55/02/05/0501,5,55,02,0501
5/55/02/05/0502,5,55,02,0502
5/55/02/05/0503,5,55,02,0503
5/55/02/05/0504,5,55,02,0504
5/55/02/05/0505,5,55,02,0505
5/55/02/05/0506,5,55,02,0506
5/55/02/05/0507,5,55,02,0507
5/55/02/06/0601,5,55,02,0601
5/55/02/06/0602,5,55,02,0602
5/55/02/06/0603,5,55,02,0603
5/55/02/06/0604,5,55,02,0604
5/55/02/06/0605,5,55,02,0605
5/55/02/06/0606,5,55,02,0606
5/55/02/06/0607,5,55,02,0607
5/55/02/06/0608,5,55,02,0608
5/55/02/06/0609,5,55,02,0609
5/55/02/06/0610,5,55,02,0610
5/55/03/01/0101,5,55,03,0101
5/55/03/01/0102,5,55,03,0102
5/55/03/01/0103,5,55,03,0103
5/55/03/01/0104,5,55,03,0104
5/55/03/01/0105,5,55,03,0105
5/55/03/01/0106,5,55,03,0106
5/55/03/01/0107,5,55,03,0107
5/55/03/01/0108,5,55,03,0108
5/55/03/01/0109,5,55,03,0109
5/55/03/01/0110,5,55,03,0110
5/55/03/01/0111,5,55,03,0111
5/55/03/02/0201,5,55,03,0201
5/55/03/02/0202,5,55,03,0202
5/55/03/02/0203,5,55,03,0203
5/55/03/02/0204,5,55,03,0204
5/55/03/02/0205,5,55,03,0205
5/55/03/02/0206,5,55,03,0206
5/55/03/02/0207,5,55,03,0207
5/55/03/02/0208,5,55,03,0208
5/55/03/02/0209,5,55,03,0209
5/55/03/02/0210,5,55,03,0210
5/55/03/03/0301,5,55,03,0301
5/55/03/03/0302,5,55,03,0302
5/55/03/03/0303,5,55,03,0303
5/55/03/03/0304,5,55,03,0304
5/55/03/03/0305,5,55,03,0305
5/55/03/03/0306,5,55,03,0306
5/55/03/03/0307,5,55,03,0307
5/55/03/03/0308,5,55,03,0308
5/55/03/03/0309,5,55,03,0309
5/55/03/03/0310,5,55,03,0310
5/55/03/03/0311,5,55,03,0311
5/55/03/03/0312,5,55,03,0312
5/55/03/03/0313,5,55,03,0313
5/55/03/03/0314,5,55,03,0314
5/55/03/03/0315,5,55,03,0315
5/55/03/04/0401,5,55,03,0401
5/55/03/04/0402,5,55,03,0402
5/55/03/04/0403,5,55,03,0403
5/55/03/04/0404,5,55,03,0404
5/55/03/04/0405,5,55,03,0405
5/55/03/04/0406,5,55,03,0406
5/55/03/04/0407,5,55,03,0407
5/55/03/04/0408,5,55,03,0408
5/55/03/04/0409,5,55,03,0409
5/55/03/05/0501,5,55,03,0501
5/55/03/05/0502,5,55,03,0502
5/55/03/05/0503,5,55,03,0503
5/55/03/05/0504,5,55,03,0504
5/55/03/05/0505,5,55,03,0505
5/55/03/05/0506,5,55,03,0506
5/55/03/05/0507,5,55,03,0507
5/55/03/05/0508,5,55,03,0508
5/55/03/05/0509,5,55,03,0509
5/55/03/05/0510,5,55,03,0510
5/55/03/05/0511,5,55,03,0511
5/55/04/01/0101,5,55,04,0101
5/55/04/01/0102,5,55,04,0102
5/55/04/01/0103,5,55,04,0103
5/55/04/01/0104,5,55,04,0104
5/55/04/01/0105,5,55,04,0105
5/55/04/01/0106,5,55,04,0106
5/55/04/01/0107,5,55,04,0107
5/55/04/01/0108,5,55,04,0108
5/55/04/02/0201,5,55,04,0201
5/55/04/02/0202,5,55,04,0202
5/55/04/02/0203,5,55,04,0203
5/55/04/02/0204,5,55,04,0204
5/55/04/02/0205,5,55,04,0205
5/55/04/02/0206,5,55,04,0206
5/55/04/02/0207,5,55,04,0207
5/55/04/02/0208,5,55,04,0208
5/55/04/02/0209,5,55,04,0209
5/55/04/02/0210,5,55,04,0210
5/55/04/02/0211,5,55,04,0211
5/55/04/02/0212,5,55,04,0212
5/55/04/02/0213,5,55,04,0213
5/55/04/02/0214,5,55,04,0214
5/55/04/03/0301,5,55,04,0301
5/55/04/03/0302,5,55,04,0302
5/55/04/03/0303,5,55,04,0303
5/55/04/03/0304,5,55,04,0304
5/55/04/03/0305,5,55,04,0305
5/55/04/03/0306,5,55,04,0306
5/55/04/03/0307,5,55,04,0307
5/55/04/03/0308,5,55,04,0308
5/55/04/03/0309,5,55,04,0309
5/55/04/03/0310,5,55,04,0310
5/55/04/03/0311,5,55,04,0311
5/55/04/03/0312,5,55,04,0312
5/55/04/03/0313,5,55,04,0313
5/55/04/03/0314,5,55,04,0314
5/55/04/03/0315,5,55,04,0315
5/55/04/04/0401,5,55,04,0401
5/55/04/04/0402,5,55,04,0402
5/55/04/04/0403,5,55,04,0403
5/55/04/04/0404,5,55,04,0404
5/55/04/04/0405,5,55,04,0405
5/55/04/04/0406,5,55,04,0406
5/55/04/04/0407,5,55,04,0407
5/55/04/04/0408,5,55,04,0408
5/55/05/01/0101,5,55,05,0101
5/55/05/01/0102,5,55,05,0102
5/55/05/01/0103,5,55,05,0103
5/55/05/01/0104,5,55,05,0104
5/55/05/01/0105,5,55,05,0105
5/55/05/01/0106,5,55,05,0106
5/55/05/01/0107,5,55,05,0107
5/55/05/01/0108,5,55,05,0108
5/55/05/01/0109,5,55,05,0109
5/55/05/01/0110,5,55,05,0110
5/55/05/02/0201,5,55,05,0201
5/55/05/02/0202,5,55,05,0202
5/55/05/02/0203,5,55,05,0203
5/55/05/02/0204,5,55,05,0204
5/55/05/02/0205,5,55,05,0205
5/55/05/02/0206,5,55,05,0206
5/55/05/03/0301,5,55,05,0301
5/55/05/03/0302,5,55,05,0302
5/55/05/03/0303,5,55,05,0303
5/55/05/03/0304,5,55,05,0304
5/55/05/03/0305,5,55,05,0305
5/55/05/03/0306,5,55,05,0306
5/55/05/03/0307,5,55,05,0307
5/55/05/03/0308,5,55,05,0308
5/55/05/03/0309,5,55,05,0309
5/55/05/03/0310,5,55,05,0310
5/55/05/04/0401,5,55,05,0401
5/55/05/04/0402,5,55,05,0402
5/55/05/04/0403,5,55,05,0403
5/55/05/04/0404,5,55,05,0404
5/55/05/04/0405,5,55,05,0405
5/55/05/04/0406,5,55,05,0406
5/55/05/04/0407,5,55,05,0407
5/55/05/04/0408,5,55,05,0408
5/55/05/04/0409,5,55,05,0409
5/55/05/04/0410,5,55,05,0410
5/55/05/04/0411,5,55,05,0411
5/55/05/04/0412,5,55,05,0412
5/55/05/04/0413,5,55,05,0413
5/55/05/04/0414,5,55,05,0414
5/55/05/04/0415,5,55,05,0415
5/55/05/05/0501,5,55,05,0501
5/55/05/05/0502,5,55,05,0502
5/55/05/05/0503,5,55,05,0503
5/55/05/05/0504,5,55,05,0504
5/55/05/05/0505,5,55,05,0505
5/55/05/05/0506,5,55,05,0506
5/55/05/05/0507,5,55,05,0507
5/55/05/05/0508,5,55,05,0508
5/55/06/01/0101,5,55,06,0101
5/55/06/01/0102,5,55,06,0102
5/55/06/01/0103,5,55,06,0103
5/55/06/01/0104,5,55,06,0104
5/55/06/01/0105,5,55,06,0105
5/55/06/01/0106,5,55,06,0106
5/55/06/01/0107,5,55,06,0107
5/55/06/01/0108,5,55,06,0108
5/55/06/01/0109,5,55,06,0109
5/55/06/01/0110,5,55,06,0110
5/55/06/01/0111,5,55,06,0111
5/55/06/01/0112,5,55,06,0112
5/55/06/02/0201,5,55,06,0201
5/55/06/02/0202,5,55,06,0202
5/55/06/02/0203,5,55,06,0203
5/55/06/02/0204,5,55,06,0204
5/55/06/02/0205,5,55,06,0205
5/55/06/02/0206,5,55,06,0206
5/55/06/02/0207,5,55,06,0207
5/55/06/03/0301,5,55,06,0301
5/55/06/03/0302,5,55,06,0302
5/55/06/03/0303,5,55,06,0303
5/55/06/03/0304,5,55,06,0304
5/55/06/03/0305,5,55,06,0305
5/55/06/03/0306,5,55,06,0306
5/55/06/03/0307,5,55,06,0307
5/55/06/03/0308,5,55,06,0308
5/55/06/04/0401,5,55,06,0401
5/55/06/04/0402,5,55,06,0402
5/55/06/04/0403,5,55,06,0403
5/55/06/04/0404,5,55,06,0404
5/55/06/04/0405,5,55,06,0405
5/55/06/04/0406,5,55,06,0406
5/55/06/04/0407,5,55,06,0407
5/55/06/04/0408,5,55,06,0408
5/55/06/04/0409,5,55,06,0409
5/55/06/04/0410,5,55,06,0410
5/55/07/01/0101,5,55,07,0101
5/55/07/01/0102,5,55,07,0102
5/55/07/01/0103,5,55,07,0103
5/55/07/01/0104,5,55,07,0104
5/55/07/01/0105,5,55,07,0105
5/55/07/01/0106,5,55,07,0106
5/55/07/01/0107,5,55,07,0107
5/55/07/01/0108,5,55,07,0108
5/55/07/01/0109,5,55,07,0109
5/55/07/02/0201,5,55,07,0201
5/55/07/02/0202,5,55,07,0202
5/55/07/02/0203,5,55,07,0203
5/55/07/02/0204,5,55,07,0204
5/55/07/02/0205,5,55,07,0205
5/55/07/03/0301,5,55,07,0301
5/55/07/03/0302,5,55,07,0302
5/55/07/03/0303,5,55,07,0303
5/55/07/03/0304,5,55,07,0304
5/55/07/03/0305,5,55,07,0305
5/55/07/03/0306,5,55,07,0306
5/55/07/04/0401,5,55,07,0401
5/55/07/04/0402,5,55,07,0402
5/55/07/04/0403,5,55,07,0403
5/55/07/04/0404,5,55,07,0404
5/55/07/04/0405,5,55,07,0405
5/55/07/04/0406,5,55,07,0406
5/55/07/05/0501,5,55,07,0501
5/55/07/05/0502,5,55,07,0502
5/55/07/05/0503,5,55,07,0503
5/55/07/05/0504,5,55,07,0504
5/55/07/05/0505,5,55,07,0505
5/55/07/05/0506,5,55,07,0506
5/55/07/05/0507,5,55,07,0507
5/55/07/05/0508,5,55,07,0508
5/55/07/05/0509,5,55,07,0509
5/55/07/05/0510,5,55,07,0510
5/55/07/06/0601,5,55,07,0601
5/55/07/06/0602,5,55,07,0602
5/55/07/06/0603,5,55,07,0603
5/55/07/06/0604,5,55,07,0604
5/55/07/06/0605,5,55,07,0605
5/55/07/06/0606,5,55,07,0606
5/55/07/06/0607,5,55,07,0607
5/55/07/06/0608,5,55,07,0608
5/55/07/06/0609,5,55,07,0609
5/55/07/07/0701,5,55,07,0701
5/55/07/07/0702,5,55,07,0702
5/55/07/07/0703,5,55,07,0703
5/55/07/07/0704,5,55,07,0704
5/55/07/07/0705,5,55,07,0705
5/55/07/07/0706,5,55,07,0706
5/55/07/07/0707,5,55,07,0707
5/55/07/07/0708,5,55,07,0708
5/55/07/07/0709,5,55,07,0709
5/55/08/01/0101,5,55,08,0101
5/55/08/01/0102,5,55,08,0102
5/55/08/01/0103,5,55,08,0103
5/55/08/01/0104,5,55,08,0104
5/55/08/01/0105,5,55,08,0105
5/55/08/01/0106,5,55,08,0106
5/55/08/01/0107,5,55,08,0107
5/55/08/01/0108,5,55,08,0108
5/55/08/02/0201,5,55,08,0201
5/55/08/02/0202,5,55,08,0202
5/55/08/02/0203,5,55,08,0203
5/55/08/02/0204,5,55,08,0204
5/55/08/02/0205,5,55,08,0205
5/55/08/02/0206,5,55,08,0206
5/55/08/02/0207,5,55,08,0207
5/55/08/02/0208,5,55,08,0208
5/55/08/02/0209,5,55,08,0209
5/55/08/02/0210,5,55,08,0210
5/55/08/03/0301,5,55,08,0301
5/55/08/03/0302,5,55,08,0302
5/55/08/03/0303,5,55,08,0303
5/55/08/03/0304,5,55,08,0304
5/55/08/03/0305,5,55,08,0305
5/55/08/03/0306,5,55,08,0306
5/55/08/03/0307,5,55,08,0307
5/55/08/03/0308,5,55,08,0308
5/55/08/04/0401,5,55,08,0401
5/55/08/04/0402,5,55,08,0402
5/55/08/04/0403,5,55,08,0403
5/55/08/04/0404,5,55,08,0404
5/55/08/04/0405,5,55,08,0405
5/55/08/04/0406,5,55,08,0406
5/55/08/04/0407,5,55,08,0407
5/55/08/05/0501,5,55,08,0501
5/55/08/05/0502,5,55,08,0502
5/55/08/05/0503,5,55,08,0503
5/55/08/05/0504,5,55,08,0504
5/55/08/05/0505,5,55,08,0505
5/55/08/05/0506,5,55,08,0506
5/55/08/05/0507,5,55,08,0507
5/55/08/05/0508,5,55,08,0508
5/55/08/05/0509,5,55,08,0509
5/55/08/05/0510,5,55,08,0510
5/55/08/05/0511,5,55,08,0511
5/55/08/05/0512,5,55,08,0512
5/55/09/01/0101,5,55,09,0101
5/55/09/01/0102,5,55,09,0102
5/55/09/01/0103,5,55,09,0103
5/55/09/01/0104,5,55,09,0104
5/55/09/01/0105,5,55,09,0105
5/55/09/01/0106,5,55,09,0106
5/55/09/01/0107,5,55,09,0107
5/55/09/01/0108,5,55,09,0108
5/55/09/01/0109,5,55,09,0109
5/55/09/01/0110,5,55,09,0110
5/55/09/01/0111,5,55,09,0111
5/55/09/02/0201,5,55,09,0201
5/55/09/02/0202,5,55,09,0202
5/55/09/02/0203,5,55,09,0203
5/55/09/02/0204,5,55,09,0204
5/55/09/02/0205,5,55,09,0205
5/55/09/02/0206,5,55,09,0206
5/55/09/02/0207,5,55,09,0207
5/55/09/02/0208,5,55,09,0208
5/55/09/03/0301,5,55,09,0301
5/55/09/03/0302,5,55,09,0302
5/55/09/03/0303,5,55,09,0303
5/55/09/03/0304,5,55,09,0304
5/55/09/03/0305,5,55,09,0305
5/55/09/03/0306,5,55,09,0306
5/55/09/03/0307,5,55,09,0307
5/55/09/03/0308,5,55,09,0308
5/55/09/03/0309,5,55,09,0309
5/55/09/03/0310,5,55,09,0310
5/55/09/03/0311,5,55,09,0311
5/55/09/03/0312,5,55,09,0312
5/55/09/03/0313,5,55,09,0313
5/55/09/03/0314,5,55,09,0314
5/55/09/03/0315,5,55,09,0315
5/55/09/04/0401,5,55,09,0401
5/55/09/04/0402,5,55,09,0402
5/55/09/04/0403,5,55,09,0403
5/55/09/04/0404,5,55,09,0404
5/55/09/04/0405,5,55,09,0405
5/55/09/04/0406,5,55,09,0406
5/55/09/04/0407,5,55,09,0407
5/55/09/04/0408,5,55,09,0408
5/55/09/04/0409,5,55,09,0409
5/55/09/04/0410,5,55,09,0410
5/55/09/04/0411,5,55,09,0411
5/55/09/04/0412,5,55,09,0412
5/55/09/04/0413,5,55,09,0413
5/55/09/05/0501,5,55,09,0501
5/55/09/05/0502,5,55,09,0502
5/55/09/05/0503,5,55,09,0503
5/55/09/05/0504,5,55,09,0504
5/55/09/05/0505,5,55,09,0505
5/55/09/05/0506,5,55,09,0506
5/55/09/05/0507,5,55,09,0507
5/55/09/05/0508,5,55,09,0508
5/55/09/05/0509,5,55,09,0509
5/55/09/05/0510,5,55,09,0510
5/55/09/05/0511,5,55,09,0511
5/55/09/05/0512,5,55,09,0512
5/55/09/05/0513,5,55,09,0513
5/55/10/01/0101,5,55,10,0101
5/55/10/01/0102,5,55,10,0102
5/55/10/01/0103,5,55,10,0103
5/55/10/01/0104,5,55,10,0104
5/55/10/01/0105,5,55,10,0105
5/55/10/01/0106,5,55,10,0106
5/55/10/01/0107,5,55,10,0107
5/55/10/01/0108,5,55,10,0108
5/55/10/02/0201,5,55,10,0201
5/55/10/02/0202,5,55,10,0202
5/55/10/02/0203,5,55,10,0203
5/55/10/02/0204,5,55,10,0204
5/55/10/02/0205,5,55,10,0205
5/55/10/02/0206,5,55,10,0206
5/55/10/02/0207,5,55,10,0207
5/55/10/03/0301,5,55,10,0301
5/55/10/03/0302,5,55,10,0302
5/55/10/03/0303,5,55,10,0303
5/55/10/03/0304,5,55,10,0304
5/55/10/03/0305,5,55,10,0305
5/55/10/03/0306,5,55,10,0306
5/55/10/03/0307,5,55,10,0307
5/55/10/03/0308,5,55,10,0308
5/55/10/03/0309,5,55,10,0309
5/55/10/04/0401,5,55,10,0401
5/55/10/04/0402,5,55,10,0402
5/55/10/04/0403,5,55,10,0403
5/55/10/04/0404,5,55,10,0404
5/55/10/04/0405,5,55,10,0405
5/55/10/04/0406,5,55,10,0406
5/55/10/04/0407,5,55,10,0407
5/55/10/04/0408,5,55,10,0408
5/55/10/04/0409,5,55,10,0409
5/55/10/05/0501,5,55,10,0501
5/55/10/05/0502,5,55,10,0502
5/55/10/05/0503,5,55,10,0503
5/55/10/05/0504,5,55,10,0504
5/55/10/05/0505,5,55,10,0505
5/55/10/05/0506,5,55,10,0506
5/55/10/05/0507,5,55,10,0507
5/55/10/05/0508,5,55,10,0508
5/55/10/05/0509,5,55,10,0509
5/55/11/01/0101,5,55,11,0101
5/55/11/01/0102,5,55,11,0102
5/55/11/01/0103,5,55,11,0103
5/55/11/01/0104,5,55,11,0104
5/55/11/01/0105,5,55,11,0105
5/55/11/01/0106,5,55,11,0106
5/55/11/01/0107,5,55,11,0107
5/55/11/01/0108,5,55,11,0108
5/55/11/01/0109,5,55,11,0109
5/55/11/01/0110,5,55,11,0110
5/55/11/01/0111,5,55,11,0111
5/55/11/01/0112,5,55,11,0112
5/55/11/02/0201,5,55,11,0201
5/55/11/02/0202,5,55,11,0202
5/55/11/02/0203,5,55,11,0203
5/55/11/02/0204,5,55,11,0204
5/55/11/02/0205,5,55,11,0205
5/55/11/02/0206,5,55,11,0206
5/55/11/02/0207,5,55,11,0207
5/55/11/02/0208,5,55,11,0208
5/55/11/02/0209,5,55,11,0209
5/55/11/02/0210,5,55,11,0210
5/55/11/02/0211,5,55,11,0211
5/55/11/02/0212,5,55,11,0212
5/55/11/03/0301,5,55,11,0301
5/55/11/03/0302,5,55,11,0302
5/55/11/03/0303,5,55,11,0303
5/55/11/03/0304,5,55,11,0304
5/55/11/03/0305,5,55,11,0305
5/55/11/03/0306,5,55,11,0306
5/55/11/03/0307,5,55,11,0307
5/55/11/03/0308,5,55,11,0308
5/55/11/03/0309,5,55,11,0309
5/55/11/03/0310,5,55,11,0310
5/55/11/03/0311,5,55,11,0311
5/55/11/03/0312,5,55,11,0312
5/55/11/04/0401,5,55,11,0401
5/55/11/04/0402,5,55,11,0402
5/55/11/04/0403,5,55,11,0403
5/55/11/04/0404,5,55,11,0404
5/55/11/04/0405,5,55,11,0405
5/55/11/04/0406,5,55,11,0406
5/55/11/04/0407,5,55,11,0407
5/55/11/04/0408,5,55,11,0408
5/55/11/04/0409,5,55,11,0409
5/55/11/04/0410,5,55,11,0410
5/55/11/04/0411,5,55,11,0411
5/55/11/04/0412,5,55,11,0412
5/55/11/04/0413,5,55,11,0413
5/55/11/04/0414,5,55,11,0414
5/55/11/04/0415,5,55,11,0415
5/55/11/04/0416,5,55,11,0416
5/55/11/05/0501,5,55,11,0501
5/55/11/05/0502,5,55,11,0502
